Type bevoegde overheid;Bevoegde overheid (eerste aanleg);Jaar indiening;Maand;Aantal ingediende vergunningsaanvragen;Aantal vergunningsaanvragen in behandeling (eerste aanleg);Aantal stopgezette vergunningsaanvragen (eerste aanleg);Aantal vergunningen (eerste aanleg);Aantal weigeringen (eerste aanleg);Aantal stilzwijgende weigeringen (eerste aanleg);Doorlooptijd aanvraag vanaf indienen tot beslissen (eerste aanleg);Aantal aanvragen doorverwezen naar juiste overheid (eerste aanleg);Aantal aanvragen met een vraag om extra informatie of wijzigingsverzoek voor de VENO verklaring (eerste aanleg);Aantal aanvragen onvolledig of onontvankelijk (eerste aanleg);Doorlooptijd tot volledig en ontvankelijk (eerste aanleg);Aantal aanvragen met adminsitratieve lus (eerste aanleg);Aantal aanvragen met Wijzigingsverzoek of extra info na V&O (eerste aanleg);Aantal aanvragen Beslist met Openbaar onderzoek ( gewone procedure )(eerste aanleg)
Gemeente;Bekkevoort;2024;2024-jan.;7;0;0;5;0;0;89,6 dagen;0;4;2;31,8 dagen;0;0;2,00
Gemeente;Bekkevoort;2024;2024-feb.;8;0;1;3;1;0;66,5 dagen;0;2;3;25,5 dagen;0;0;0,00
Gemeente;Bekkevoort;2024;2024-mrt.;12;0;1;9;0;0;95,0 dagen;0;9;2;51,6 dagen;0;0;2,00
Gemeente;Bekkevoort;2024;2024-apr.;7;0;1;4;0;0;83,5 dagen;0;3;2;29,8 dagen;0;0;1,00
Gemeente;Bekkevoort;2024;2024-mei;6;0;0;6;0;0;94,3 dagen;0;1;0;35,3 dagen;1;0;2,00
Gemeente;Bekkevoort;2024;2024-jun.;9;0;0;7;0;0;89,0 dagen;0;3;2;21,1 dagen;0;0;4,00
Gemeente;Bekkevoort;2024;2024-jul.;8;0;0;7;1;0;97,6 dagen;0;5;0;25,5 dagen;1;0;5,00
Gemeente;Bekkevoort;2024;2024-aug.;1;0;0;1;0;0;66,0 dagen;1;0;0;14,0 dagen;0;0;0,00
Gemeente;Bekkevoort;2024;2024-sep.;5;0;3;1;0;0;55,0 dagen;0;2;1;15,0 dagen;0;0;0,00
Gemeente;Bekkevoort;2024;2024-okt.;4;0;0;1;1;0;99,0 dagen;0;3;2;5,0 dagen;0;0;2,00
Gemeente;Bekkevoort;2024;2024-nov.;11;0;2;6;1;0;82,3 dagen;0;5;2;21,6 dagen;0;0;2,00
Gemeente;Bekkevoort;2024;2024-dec.;8;0;1;7;0;0;112,6 dagen;0;3;0;23,3 dagen;1;0;4,00
Gemeente;Bekkevoort;2025;2025-jan.;5;0;1;3;0;0;106,0 dagen;0;3;1;41,0 dagen;0;0;1,00
Gemeente;Bekkevoort;2025;2025-feb.;7;0;1;5;0;0;96,2 dagen;0;4;1;32,2 dagen;0;0;2,00
Gemeente;Bekkevoort;2025;2025-mrt.;10;0;0;6;1;0;96,0 dagen;0;7;3;21,6 dagen;1;0;2,00
Gemeente;Bekkevoort;2025;2025-apr.;10;0;2;8;0;0;83,9 dagen;0;7;0;31,4 dagen;0;0;3,00
Gemeente;Bekkevoort;2025;2025-mei;5;0;0;5;0;0;120,8 dagen;0;2;0;18,2 dagen;0;0;3,00
Gemeente;Bekkevoort;2025;2025-jun.;8;0;0;7;0;0;73,7 dagen;0;5;1;18,0 dagen;0;0;2,00
Gemeente;Bekkevoort;2025;2025-jul.;7;4;0;3;0;0;90,7 dagen;0;6;0;18,7 dagen;0;0;2,00
Gemeente;Bekkevoort;2025;2025-aug.;13;3;1;8;0;0;68,4 dagen;0;11;1;28,0 dagen;0;0;0,00
Gemeente;Bekkevoort;2025;2025-sep.;7;3;0;2;0;0;51,0 dagen;0;6;2;13,5 dagen;0;0;0,00
Gemeente;Bekkevoort;2025;2025-okt.;10;9;1;0;0;0;-;0;5;0;-;0;0;0,00
Gemeente;Bekkevoort;2025;2025-nov.;6;6;0;0;0;0;-;0;1;0;-;0;0;0,00
Gemeente;Beringen;2020;2020-aug.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Beringen;2023;2023-jan.;1;0;0;1;0;0;65,0 dagen;0;0;0;10,0 dagen;0;0;0,00
Gemeente;Beringen;2023;2023-apr.;1;0;0;1;0;0;105,0 dagen;1;1;0;49,0 dagen;0;0;0,00
Gemeente;Beringen;2023;2023-mei;1;0;0;1;0;0;87,0 dagen;0;0;0;28,0 dagen;0;0;0,00
Gemeente;Beringen;2025;2025-jan.;1;0;0;0;1;0;156,0 dagen;0;1;0;106,0 dagen;0;0;0,00
Gemeente;Beringen;2025;2025-mrt.;1;0;0;1;0;0;129,0 dagen;0;1;0;28,0 dagen;0;0;1,00
Gemeente;Berlaar;2021;2021-apr.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Bertem;2018;2018-jan.;5;0;0;4;0;0;83,5 dagen;0;0;1;34,3 dagen;0;1;0,00
Gemeente;Bertem;2018;2018-feb.;3;0;0;3;0;0;84,0 dagen;0;0;0;26,7 dagen;0;0;1,00
Gemeente;Bertem;2018;2018-mrt.;7;0;1;3;0;0;84,3 dagen;0;0;3;44,0 dagen;0;0;1,00
Gemeente;Bertem;2018;2018-apr.;7;0;3;4;0;0;73,3 dagen;0;0;0;19,0 dagen;0;0;2,00
Gemeente;Bertem;2018;2018-mei;11;0;0;10;0;0;86,3 dagen;0;0;0;32,2 dagen;0;2;4,00
Gemeente;Bertem;2018;2018-jun.;8;0;0;6;1;0;94,7 dagen;0;0;1;30,6 dagen;0;2;2,00
Gemeente;Bertem;2018;2018-jul.;10;0;0;9;0;0;80,9 dagen;1;1;1;27,6 dagen;0;0;1,00
Gemeente;Bertem;2018;2018-aug.;10;0;2;5;1;1;92,1 dagen;0;1;1;32,7 dagen;0;0;0,00
Gemeente;Bertem;2018;2018-sep.;5;0;0;5;0;0;94,0 dagen;0;1;0;58,2 dagen;0;0;1,00
Gemeente;Bertem;2018;2018-okt.;8;0;0;8;0;0;90,4 dagen;0;0;0;36,8 dagen;0;0;2,00
Gemeente;Bertem;2018;2018-nov.;7;0;1;4;1;0;119,2 dagen;0;4;1;60,2 dagen;0;0;2,00
Gemeente;Bertem;2018;2018-dec.;13;0;3;8;2;0;132,4 dagen;0;3;0;52,2 dagen;0;1;8,00
Gemeente;Bertem;2019;2019-jan.;5;0;0;4;0;0;88,8 dagen;0;1;1;34,0 dagen;0;0;1,00
Gemeente;Bertem;2019;2019-feb.;5;0;0;5;0;0;142,0 dagen;0;5;0;66,2 dagen;0;0;3,00
Gemeente;Bertem;2019;2019-mrt.;9;0;2;4;0;0;117,8 dagen;0;4;3;68,3 dagen;0;0;0,00
Gemeente;Bertem;2019;2019-apr.;13;0;2;9;1;0;125,5 dagen;0;7;1;49,9 dagen;0;0;3,00
Gemeente;Bertem;2019;2019-mei;9;0;2;6;0;0;130,0 dagen;0;5;1;55,7 dagen;0;0;3,00
Gemeente;Bertem;2019;2019-jun.;4;0;0;4;0;0;139,0 dagen;0;3;0;60,5 dagen;0;0;1,00
Gemeente;Bertem;2019;2019-jul.;10;0;2;7;0;0;124,1 dagen;0;3;1;49,0 dagen;0;0;4,00
Gemeente;Bertem;2019;2019-aug.;9;0;1;7;1;0;127,1 dagen;0;2;0;34,0 dagen;0;0;4,00
Gemeente;Bertem;2019;2019-sep.;12;0;0;11;1;0;102,9 dagen;0;6;0;38,4 dagen;0;1;6,00
Gemeente;Bertem;2019;2019-okt.;11;0;0;10;1;0;108,8 dagen;1;6;0;43,9 dagen;0;0;2,00
Gemeente;Bertem;2019;2019-nov.;10;0;2;5;0;1;147,5 dagen;0;4;2;53,3 dagen;0;0;4,00
Gemeente;Bertem;2019;2019-dec.;15;0;0;14;0;1;132,2 dagen;0;7;0;45,2 dagen;0;0;8,00
Gemeente;Bertem;2020;2020-jan.;9;1;0;7;0;0;82,7 dagen;1;1;1;15,3 dagen;0;0;1,00
Gemeente;Bertem;2020;2020-feb.;12;0;0;11;1;0;80,9 dagen;0;6;0;20,7 dagen;0;0;3,00
Gemeente;Bertem;2020;2020-mrt.;13;0;0;13;0;0;95,7 dagen;0;10;0;28,2 dagen;0;1;2,00
Gemeente;Bertem;2020;2020-apr.;13;0;0;10;0;0;80,9 dagen;1;4;3;20,8 dagen;0;0;0,00
Gemeente;Bertem;2020;2020-mei;12;0;0;11;1;0;75,9 dagen;0;5;0;31,1 dagen;0;0;3,00
Gemeente;Bertem;2020;2020-jun.;9;0;3;6;0;0;118,3 dagen;1;6;0;44,8 dagen;0;0;3,00
Gemeente;Bertem;2020;2020-jul.;8;0;2;6;0;0;77,0 dagen;0;2;0;20,8 dagen;0;0;2,00
Gemeente;Bertem;2020;2020-aug.;10;0;0;10;0;0;88,3 dagen;0;1;0;22,6 dagen;0;0;3,00
Gemeente;Bertem;2020;2020-sep.;8;0;1;6;0;0;75,8 dagen;0;5;1;32,5 dagen;0;0;4,00
Gemeente;Bertem;2020;2020-okt.;17;0;3;13;0;0;68,9 dagen;0;4;1;19,9 dagen;0;0;3,00
Gemeente;Bertem;2020;2020-nov.;14;0;2;12;0;0;69,7 dagen;0;4;0;27,2 dagen;0;1;1,00
Gemeente;Bertem;2020;2020-dec.;17;0;2;15;0;0;70,6 dagen;0;7;0;19,9 dagen;0;0;2,00
Gemeente;Bertem;2021;2021-jan.;8;0;0;8;0;0;65,8 dagen;0;3;0;14,8 dagen;0;0;1,00
Gemeente;Bertem;2021;2021-feb.;7;0;0;5;0;0;74,8 dagen;0;4;1;22,2 dagen;0;0;2,00
Gemeente;Bertem;2021;2021-mrt.;13;0;2;9;1;0;72,8 dagen;0;5;1;23,5 dagen;0;1;4,00
Gemeente;Bertem;2021;2021-apr.;8;0;0;8;0;0;73,4 dagen;1;5;0;31,0 dagen;0;1;2,00
Gemeente;Bertem;2021;2021-mei;15;0;1;14;0;0;68,9 dagen;0;6;0;24,1 dagen;0;0;4,00
Gemeente;Bertem;2021;2021-jun.;12;0;1;8;2;0;78,6 dagen;0;1;1;17,7 dagen;0;1;6,00
Gemeente;Bertem;2021;2021-jul.;9;0;3;6;0;0;101,3 dagen;0;2;0;26,5 dagen;0;1;3,00
Gemeente;Bertem;2021;2021-aug.;7;0;0;7;0;0;75,4 dagen;0;2;0;24,0 dagen;0;0;3,00
Gemeente;Bertem;2021;2021-sep.;5;0;1;4;0;0;54,8 dagen;0;2;0;17,3 dagen;0;0;0,00
Gemeente;Bertem;2021;2021-okt.;15;0;1;14;0;0;66,4 dagen;0;3;0;16,5 dagen;0;0;4,00
Gemeente;Bertem;2021;2021-nov.;18;0;1;16;0;0;68,8 dagen;0;9;1;17,3 dagen;0;1;7,00
Gemeente;Bertem;2021;2021-dec.;12;0;1;10;0;0;76,0 dagen;0;7;1;32,3 dagen;0;0;1,00
Gemeente;Bertem;2022;2022-jan.;10;0;2;7;0;0;60,1 dagen;0;2;1;12,1 dagen;0;0;1,00
Gemeente;Bertem;2022;2022-feb.;8;0;0;8;0;0;72,0 dagen;0;5;0;20,6 dagen;0;0;3,00
Gemeente;Bertem;2022;2022-mrt.;14;0;3;10;1;0;64,5 dagen;0;8;0;21,6 dagen;0;0;3,00
Gemeente;Bertem;2022;2022-apr.;12;0;3;8;0;0;59,1 dagen;0;5;1;16,3 dagen;0;0;1,00
Gemeente;Bertem;2022;2022-mei;17;0;0;16;0;0;75,0 dagen;1;6;1;22,4 dagen;0;0;6,00
Gemeente;Bertem;2022;2022-jun.;16;0;3;12;1;0;84,4 dagen;0;2;0;22,9 dagen;0;0;7,00
Gemeente;Bertem;2022;2022-jul.;12;0;1;11;0;0;80,4 dagen;0;3;0;14,8 dagen;0;0;6,00
Gemeente;Bertem;2022;2022-aug.;11;0;2;9;0;0;94,1 dagen;0;7;0;32,1 dagen;0;0;2,00
Gemeente;Bertem;2022;2022-sep.;11;0;2;9;0;0;82,1 dagen;0;4;0;27,6 dagen;0;0;3,00
Gemeente;Bertem;2022;2022-okt.;13;0;0;12;0;0;113,8 dagen;0;4;1;32,5 dagen;0;0;9,00
Gemeente;Bertem;2022;2022-nov.;12;0;0;12;0;0;96,9 dagen;0;7;0;32,9 dagen;0;0;4,00
Gemeente;Bertem;2022;2022-dec.;17;0;1;16;0;0;87,9 dagen;2;6;0;29,4 dagen;0;0;6,00
Gemeente;Bertem;2023;2023-jan.;9;0;3;5;1;0;94,7 dagen;0;3;0;30,8 dagen;0;0;3,00
Gemeente;Bertem;2023;2023-feb.;9;0;2;7;0;0;68,7 dagen;0;1;0;19,3 dagen;0;0;1,00
Gemeente;Bertem;2023;2023-mrt.;19;0;1;16;1;0;66,1 dagen;1;5;1;13,9 dagen;0;0;5,00
Gemeente;Bertem;2023;2023-apr.;9;0;1;8;0;0;84,8 dagen;0;2;0;30,0 dagen;0;1;1,00
Gemeente;Bertem;2023;2023-mei;14;0;2;12;0;0;80,5 dagen;0;5;0;27,8 dagen;0;0;1,00
Gemeente;Bertem;2023;2023-jun.;24;0;3;19;0;0;96,5 dagen;1;9;2;30,4 dagen;1;0;6,00
Gemeente;Bertem;2023;2023-jul.;10;0;1;8;1;0;128,6 dagen;0;6;0;42,2 dagen;1;0;5,00
Gemeente;Bertem;2023;2023-aug.;11;0;2;7;2;0;88,4 dagen;0;3;0;27,0 dagen;0;0;2,00
Gemeente;Bertem;2023;2023-sep.;12;0;0;12;0;0;83,3 dagen;0;3;0;26,2 dagen;0;0;4,00
Gemeente;Bertem;2023;2023-okt.;3;0;0;3;0;0;75,0 dagen;0;1;0;34,7 dagen;0;0;1,00
Gemeente;Bertem;2023;2023-nov.;13;0;1;12;0;0;93,0 dagen;1;5;0;31,8 dagen;0;0;5,00
Gemeente;Bertem;2023;2023-dec.;11;0;3;8;0;0;92,3 dagen;0;4;0;38,5 dagen;0;0;1,00
Gemeente;Bertem;2024;2024-jan.;6;0;0;6;0;0;66,2 dagen;0;3;0;31,8 dagen;0;0;1,00
Gemeente;Bertem;2024;2024-feb.;14;0;3;7;4;0;75,7 dagen;0;3;0;22,0 dagen;0;0;2,00
Gemeente;Bertem;2024;2024-mrt.;10;0;3;6;1;0;88,9 dagen;1;5;0;32,0 dagen;0;0;1,00
Gemeente;Bertem;2024;2024-apr.;11;0;3;8;0;0;85,6 dagen;0;5;0;29,1 dagen;0;0;3,00
Gemeente;Bertem;2024;2024-mei;15;0;2;11;2;0;69,2 dagen;0;4;0;18,6 dagen;1;0;2,00
Gemeente;Bertem;2024;2024-jun.;12;0;2;10;0;0;74,4 dagen;0;4;0;22,0 dagen;0;0;1,00
Gemeente;Bertem;2024;2024-jul.;13;0;2;11;0;0;69,4 dagen;0;7;0;22,7 dagen;0;0;3,00
Gemeente;Bertem;2024;2024-aug.;7;0;2;4;1;0;91,8 dagen;0;2;0;35,2 dagen;0;0;1,00
Gemeente;Bertem;2024;2024-sep.;5;0;2;2;1;0;73,3 dagen;0;0;0;23,0 dagen;0;0;0,00
Gemeente;Bertem;2024;2024-okt.;12;0;2;8;1;0;114,1 dagen;0;3;1;27,7 dagen;1;0;5,00
Gemeente;Bertem;2024;2024-nov.;9;0;1;7;1;0;94,0 dagen;0;6;0;41,0 dagen;0;0;2,00
Gemeente;Bertem;2024;2024-dec.;12;0;1;10;0;0;100,4 dagen;0;8;1;43,7 dagen;0;0;4,00
Gemeente;Bertem;2025;2025-jan.;12;0;2;10;0;0;72,2 dagen;0;2;0;21,8 dagen;0;0;3,00
Gemeente;Bertem;2025;2025-feb.;12;0;0;12;0;0;91,3 dagen;0;5;0;33,7 dagen;0;0;4,00
Gemeente;Bertem;2025;2025-mrt.;13;0;4;9;0;0;74,9 dagen;0;5;0;21,9 dagen;0;0;2,00
Gemeente;Bertem;2025;2025-apr.;4;0;0;3;0;0;115,3 dagen;0;2;0;38,7 dagen;0;0;2,00
Gemeente;Bertem;2025;2025-mei;8;1;0;6;0;0;63,7 dagen;0;3;1;15,8 dagen;0;0;4,00
Gemeente;Bertem;2025;2025-jun.;11;0;4;7;0;0;66,7 dagen;0;5;0;16,0 dagen;0;0;1,00
Gemeente;Bertem;2025;2025-jul.;12;2;3;7;0;0;82,3 dagen;0;5;0;24,3 dagen;1;0;2,00
Gemeente;Bertem;2025;2025-aug.;16;4;1;10;0;0;69,8 dagen;0;7;1;16,5 dagen;0;0;2,00
Gemeente;Bertem;2025;2025-sep.;16;11;1;4;0;0;61,3 dagen;0;4;0;17,0 dagen;0;0;1,00
Gemeente;Bertem;2025;2025-okt.;8;6;0;1;0;0;47,0 dagen;0;2;1;1,0 dagen;0;0;1,00
Gemeente;Bertem;2025;2025-nov.;13;13;0;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Bever;2018;2018-jan.;2;0;0;1;0;0;62,0 dagen;0;0;1;41,0 dagen;0;0;0,00
Gemeente;Bever;2018;2018-feb.;4;0;0;2;0;0;69,5 dagen;0;1;2;30,5 dagen;0;0;0,00
Gemeente;Bever;2018;2018-mrt.;6;0;1;4;0;0;89,0 dagen;0;2;1;46,3 dagen;0;0;1,00
Gemeente;Bever;2018;2018-apr.;5;0;0;3;1;0;95,0 dagen;1;3;1;41,5 dagen;0;0;1,00
Gemeente;Bever;2018;2018-mei;7;0;0;6;0;0;87,3 dagen;0;2;1;31,2 dagen;0;0;3,00
Gemeente;Bever;2018;2018-jun.;3;0;0;3;0;0;93,7 dagen;0;2;0;40,0 dagen;0;0;1,00
Gemeente;Bever;2018;2018-aug.;2;0;0;2;0;0;83,0 dagen;0;0;0;21,5 dagen;0;0;1,00
Gemeente;Bever;2018;2018-sep.;2;0;0;2;0;0;76,0 dagen;0;2;0;42,5 dagen;0;0;0,00
Gemeente;Bever;2018;2018-okt.;2;0;0;2;0;0;28,5 dagen;0;1;0;22,0 dagen;0;0;0,00
Gemeente;Bever;2018;2018-nov.;1;0;0;1;0;0;52,0 dagen;0;0;0;3,0 dagen;0;0;0,00
Gemeente;Bever;2018;2018-dec.;2;0;0;2;0;0;78,0 dagen;0;0;0;27,0 dagen;0;0;2,00
Gemeente;Bever;2019;2019-jan.;4;0;0;3;0;0;45,3 dagen;0;0;1;12,7 dagen;0;0;1,00
Gemeente;Bever;2019;2019-feb.;4;0;0;4;0;0;65,3 dagen;0;2;0;23,5 dagen;0;0;1,00
Gemeente;Bever;2019;2019-mrt.;3;0;0;2;0;0;97,0 dagen;0;2;1;45,0 dagen;0;0;1,00
Gemeente;Bever;2019;2019-apr.;6;0;1;4;0;0;70,5 dagen;0;0;1;18,8 dagen;0;0;1,00
Gemeente;Bever;2019;2019-mei;5;0;1;4;0;0;74,5 dagen;0;0;0;16,5 dagen;0;0;1,00
Gemeente;Bever;2019;2019-jun.;2;0;0;2;0;0;106,5 dagen;0;1;0;31,0 dagen;0;0;2,00
Gemeente;Bever;2019;2019-jul.;2;0;1;1;0;0;118,0 dagen;0;0;0;29,0 dagen;0;0;1,00
Gemeente;Bever;2019;2019-aug.;5;0;0;5;0;0;89,4 dagen;0;4;0;33,6 dagen;0;0;2,00
Gemeente;Bever;2019;2019-sep.;2;0;1;1;0;0;57,0 dagen;0;0;0;28,0 dagen;0;1;0,00
Gemeente;Bever;2019;2019-okt.;5;0;0;5;0;0;83,2 dagen;0;2;0;28,6 dagen;0;0;1,00
Gemeente;Bever;2019;2019-nov.;3;0;0;3;0;0;90,3 dagen;0;1;0;33,3 dagen;0;0;2,00
Gemeente;Bever;2019;2019-dec.;3;0;0;3;0;0;74,3 dagen;0;1;0;32,0 dagen;0;0;0,00
Gemeente;Bever;2020;2020-jan.;4;0;0;3;0;0;62,3 dagen;0;1;1;27,3 dagen;0;0;0,00
Gemeente;Bever;2020;2020-feb.;3;0;0;3;0;0;54,7 dagen;1;1;0;18,7 dagen;0;0;1,00
Gemeente;Bever;2020;2020-mrt.;2;0;0;2;0;0;59,5 dagen;0;0;0;22,0 dagen;0;0;0,00
Gemeente;Bever;2020;2020-apr.;4;0;0;4;0;0;53,0 dagen;0;2;0;21,3 dagen;0;0;0,00
Gemeente;Bever;2020;2020-mei;2;0;0;1;0;0;84,0 dagen;0;1;1;37,0 dagen;0;0;0,00
Gemeente;Bever;2020;2020-jun.;6;0;1;4;0;0;70,3 dagen;0;0;1;15,8 dagen;0;0;3,00
Gemeente;Bever;2020;2020-jul.;3;0;1;2;0;0;75,0 dagen;0;0;0;39,5 dagen;0;0;1,00
Gemeente;Bever;2020;2020-aug.;5;0;0;5;0;0;47,6 dagen;0;0;0;17,2 dagen;0;0;1,00
Gemeente;Bever;2020;2020-sep.;4;0;0;4;0;0;76,5 dagen;0;2;0;31,0 dagen;0;0;1,00
Gemeente;Bever;2020;2020-okt.;6;0;1;5;0;0;71,2 dagen;0;2;0;29,2 dagen;0;0;0,00
Gemeente;Bever;2020;2020-nov.;5;0;0;4;1;0;75,0 dagen;0;2;0;29,8 dagen;0;0;0,00
Gemeente;Bever;2020;2020-dec.;5;0;1;3;0;0;108,7 dagen;0;0;1;29,0 dagen;0;0;2,00
Gemeente;Bever;2021;2021-jan.;8;0;0;8;0;0;87,5 dagen;0;1;0;27,4 dagen;1;1;2,00
Gemeente;Bever;2021;2021-feb.;3;0;0;2;0;0;105,0 dagen;0;0;1;28,5 dagen;0;0;1,00
Gemeente;Bever;2021;2021-mrt.;8;0;0;7;0;0;73,3 dagen;0;3;1;30,6 dagen;0;0;1,00
Gemeente;Bever;2021;2021-apr.;7;0;0;4;0;0;91,8 dagen;0;1;3;33,3 dagen;0;0;1,00
Gemeente;Bever;2021;2021-mei;5;0;1;3;0;0;72,0 dagen;0;0;1;26,0 dagen;0;0;0,00
Gemeente;Bever;2021;2021-jun.;9;0;0;6;1;0;94,7 dagen;0;3;2;29,4 dagen;0;1;3,00
Gemeente;Bever;2021;2021-jul.;3;0;0;3;0;0;97,0 dagen;0;0;0;19,3 dagen;0;0;2,00
Gemeente;Bever;2021;2021-aug.;2;0;0;2;0;0;73,5 dagen;0;0;0;24,5 dagen;0;0;0,00
Gemeente;Bever;2021;2021-okt.;8;0;0;8;0;0;102,8 dagen;0;3;0;36,8 dagen;2;0;3,00
Gemeente;Bever;2021;2021-nov.;2;0;0;2;0;0;99,0 dagen;0;1;0;31,0 dagen;0;0;1,00
Gemeente;Bever;2021;2021-dec.;4;0;0;4;0;0;117,8 dagen;0;4;0;40,8 dagen;0;0;2,00
Gemeente;Bever;2022;2022-jan.;2;0;1;1;0;0;80,0 dagen;0;2;0;32,0 dagen;0;0;0,00
Gemeente;Bever;2022;2022-feb.;3;0;0;3;0;0;102,3 dagen;0;0;0;26,3 dagen;0;0;2,00
Gemeente;Bever;2022;2022-mrt.;6;0;0;6;0;0;122,3 dagen;0;2;0;37,5 dagen;0;0;5,00
Gemeente;Bever;2022;2022-apr.;4;0;0;4;0;0;98,8 dagen;0;3;0;40,8 dagen;0;0;1,00
Gemeente;Bever;2022;2022-mei;8;0;1;6;0;0;81,8 dagen;1;2;1;26,3 dagen;0;0;1,00
Gemeente;Bever;2022;2022-jun.;1;0;0;1;0;0;181,0 dagen;1;1;0;89,0 dagen;0;0;1,00
Gemeente;Bever;2022;2022-jul.;1;0;0;1;0;0;113,0 dagen;0;1;0;58,0 dagen;1;0;0,00
Gemeente;Bever;2022;2022-aug.;3;0;0;2;0;1;78,7 dagen;0;1;0;34,3 dagen;1;0;0,00
Gemeente;Bever;2022;2022-sep.;6;0;1;5;0;0;61,0 dagen;0;3;0;18,0 dagen;0;0;1,00
Gemeente;Bever;2022;2022-okt.;2;0;0;2;0;0;140,5 dagen;0;1;0;51,0 dagen;0;0;2,00
Gemeente;Bever;2022;2022-nov.;4;0;0;4;0;0;82,3 dagen;0;1;0;34,8 dagen;0;0;1,00
Gemeente;Bever;2022;2022-dec.;7;0;0;6;1;0;108,3 dagen;0;4;0;40,0 dagen;0;0;5,00
Gemeente;Bever;2023;2023-jan.;3;0;0;3;0;0;104,7 dagen;0;2;0;34,3 dagen;1;0;1,00
Gemeente;Bever;2023;2023-feb.;2;0;0;2;0;0;73,0 dagen;0;2;0;36,5 dagen;0;0;0,00
Gemeente;Bever;2023;2023-mrt.;4;0;1;3;0;0;78,7 dagen;0;1;0;35,7 dagen;0;0;1,00
Gemeente;Bever;2023;2023-apr.;1;0;0;1;0;0;60,0 dagen;0;0;0;26,0 dagen;0;0;0,00
Gemeente;Bever;2023;2023-mei;4;0;1;1;0;0;64,0 dagen;0;1;2;21,0 dagen;0;0;0,00
Gemeente;Bever;2023;2023-jun.;6;0;0;6;0;0;78,0 dagen;0;1;0;23,5 dagen;0;0;2,00
Gemeente;Bever;2023;2023-jul.;1;0;0;0;1;0;50,0 dagen;0;0;0;29,0 dagen;0;0;0,00
Gemeente;Bever;2023;2023-aug.;2;0;0;1;0;0;48,0 dagen;0;1;1;12,0 dagen;0;0;0,00
Gemeente;Bever;2023;2023-sep.;4;0;1;3;0;0;106,3 dagen;0;2;0;46,3 dagen;0;0;1,00
Gemeente;Bever;2023;2023-okt.;1;0;0;1;0;0;55,0 dagen;0;1;0;48,0 dagen;0;0;0,00
Gemeente;Bever;2023;2023-nov.;4;0;0;4;0;0;86,3 dagen;0;2;0;49,5 dagen;0;0;0,00
Gemeente;Bever;2023;2023-dec.;3;0;0;2;0;0;131,5 dagen;0;1;1;34,0 dagen;0;0;2,00
Gemeente;Bever;2024;2024-jan.;2;0;0;2;0;0;98,0 dagen;0;1;0;25,0 dagen;0;0;1,00
Gemeente;Bever;2024;2024-feb.;5;0;0;4;1;0;117,0 dagen;0;4;0;50,0 dagen;0;0;2,00
Gemeente;Bever;2024;2024-mrt.;2;0;0;2;0;0;72,5 dagen;0;0;0;27,5 dagen;0;0;0,00
Gemeente;Bever;2024;2024-apr.;3;0;0;3;0;0;112,0 dagen;0;2;0;30,7 dagen;0;0;2,00
Gemeente;Bever;2024;2024-mei;3;0;0;3;0;0;88,3 dagen;0;1;0;32,3 dagen;0;0;1,00
Gemeente;Bever;2024;2024-jun.;8;0;0;8;0;0;85,3 dagen;0;3;0;37,4 dagen;0;0;1,00
Gemeente;Bever;2024;2024-jul.;2;0;0;1;0;0;83,0 dagen;0;1;1;27,0 dagen;0;0;0,00
Gemeente;Bever;2024;2024-aug.;3;0;0;3;0;0;95,7 dagen;0;2;0;46,3 dagen;0;0;1,00
Gemeente;Bever;2024;2024-sep.;7;0;0;7;0;0;80,1 dagen;0;3;0;45,9 dagen;0;0;2,00
Gemeente;Bever;2024;2024-okt.;4;0;0;3;0;0;81,7 dagen;0;2;1;42,7 dagen;0;0;1,00
Gemeente;Bever;2024;2024-nov.;1;0;0;1;0;0;171,0 dagen;0;0;0;25,0 dagen;0;0;1,00
Gemeente;Bever;2024;2024-dec.;2;0;1;1;0;0;95,0 dagen;0;0;0;28,0 dagen;0;0;1,00
Gemeente;Bever;2025;2025-jan.;2;0;0;2;0;0;114,0 dagen;0;1;0;42,0 dagen;0;0;2,00
Gemeente;Bever;2025;2025-feb.;2;0;0;2;0;0;48,0 dagen;0;1;0;26,0 dagen;0;0;0,00
Gemeente;Bever;2025;2025-mrt.;2;0;0;2;0;0;124,0 dagen;0;1;0;32,0 dagen;0;0;2,00
Gemeente;Bever;2025;2025-apr.;1;0;0;1;0;0;70,0 dagen;0;0;0;28,0 dagen;0;0;0,00
Gemeente;Bever;2025;2025-mei;2;0;0;2;0;0;108,5 dagen;0;1;0;33,0 dagen;0;0;1,00
Gemeente;Bever;2025;2025-jun.;4;0;2;2;0;0;58,5 dagen;0;0;0;26,0 dagen;0;0;0,00
Gemeente;Bever;2025;2025-aug.;5;1;1;3;0;0;55,7 dagen;0;2;0;28,7 dagen;0;0;0,00
Gemeente;Bever;2025;2025-sep.;5;4;0;1;0;0;35,0 dagen;0;3;0;27,0 dagen;0;0;0,00
Gemeente;Bever;2025;2025-nov.;2;2;0;0;0;0;-;0;0;0;-;0;0;0,00
