Type bevoegde overheid;Bevoegde overheid (eerste aanleg);Jaar indiening;Maand;Aantal ingediende vergunningsaanvragen;Aantal vergunningsaanvragen in behandeling (eerste aanleg);Aantal stopgezette vergunningsaanvragen (eerste aanleg);Aantal vergunningen (eerste aanleg);Aantal weigeringen (eerste aanleg);Aantal stilzwijgende weigeringen (eerste aanleg);Doorlooptijd aanvraag vanaf indienen tot beslissen (eerste aanleg);Aantal aanvragen doorverwezen naar juiste overheid (eerste aanleg);Aantal aanvragen met een vraag om extra informatie of wijzigingsverzoek voor de VENO verklaring (eerste aanleg);Aantal aanvragen onvolledig of onontvankelijk (eerste aanleg);Doorlooptijd tot volledig en ontvankelijk (eerste aanleg);Aantal aanvragen met adminsitratieve lus (eerste aanleg);Aantal aanvragen met Wijzigingsverzoek of extra info na V&O (eerste aanleg);Aantal aanvragen Beslist met Openbaar onderzoek ( gewone procedure )(eerste aanleg)
Gemeente;Tremelo;2019;2019-okt.;12;0;0;9;2;0;119,1 dagen;1;2;1;25,9 dagen;1;1;8,00
Gemeente;Tremelo;2019;2019-nov.;13;0;1;9;2;0;87,4 dagen;0;1;1;17,2 dagen;0;0;4,00
Gemeente;Tremelo;2019;2019-dec.;21;0;1;15;5;0;117,5 dagen;0;6;0;26,4 dagen;1;1;8,00
Gemeente;Tremelo;2020;2020-jan.;15;0;3;9;3;0;119,7 dagen;1;3;0;25,2 dagen;0;0;4,00
Gemeente;Tremelo;2020;2020-feb.;23;0;3;14;6;0;141,9 dagen;0;3;0;22,7 dagen;0;0;10,00
Gemeente;Tremelo;2020;2020-mrt.;18;0;3;12;1;0;120,8 dagen;1;5;2;27,2 dagen;0;0;2,00
Gemeente;Tremelo;2020;2020-apr.;11;0;0;11;0;0;115,4 dagen;0;3;0;27,5 dagen;0;1;4,00
Gemeente;Tremelo;2020;2020-mei;21;0;5;11;4;0;79,9 dagen;1;3;1;26,2 dagen;0;0;0,00
Gemeente;Tremelo;2020;2020-jun.;14;0;1;12;1;0;98,0 dagen;0;4;0;33,8 dagen;0;0;5,00
Gemeente;Tremelo;2020;2020-jul.;16;0;3;9;3;0;107,0 dagen;0;4;1;30,0 dagen;0;0;6,00
Gemeente;Tremelo;2020;2020-aug.;23;0;2;16;5;0;99,5 dagen;0;1;0;35,4 dagen;1;0;10,00
Gemeente;Tremelo;2020;2020-sep.;21;0;4;9;7;1;94,8 dagen;0;2;0;40,5 dagen;0;1;6,00
Gemeente;Tremelo;2020;2020-okt.;20;0;0;10;5;5;116,3 dagen;0;2;0;37,7 dagen;0;0;10,00
Gemeente;Tremelo;2020;2020-nov.;21;0;3;14;2;1;113,6 dagen;0;5;1;27,6 dagen;1;2;10,00
Gemeente;Tremelo;2020;2020-dec.;26;0;1;7;3;14;111,2 dagen;0;1;1;39,5 dagen;0;1;5,00
Gemeente;Tremelo;2021;2021-jan.;16;0;2;10;4;0;88,4 dagen;0;1;0;35,9 dagen;0;0;1,00
Gemeente;Tremelo;2021;2021-feb.;21;0;1;10;4;0;85,5 dagen;0;3;6;28,7 dagen;0;0;1,00
Gemeente;Tremelo;2021;2021-mrt.;16;0;0;8;8;0;101,4 dagen;0;1;0;30,3 dagen;0;0;6,00
Gemeente;Tremelo;2021;2021-apr.;30;0;2;17;1;0;91,2 dagen;1;4;10;29,7 dagen;0;3;8,00
Gemeente;Tremelo;2021;2021-mei;33;0;2;22;6;0;100,0 dagen;0;8;3;32,4 dagen;1;1;11,00
Gemeente;Tremelo;2021;2021-jun.;28;0;4;19;4;1;94,9 dagen;0;2;0;35,0 dagen;0;1;8,00
Gemeente;Tremelo;2021;2021-jul.;21;0;3;14;1;0;109,9 dagen;0;3;3;29,7 dagen;0;0;9,00
Gemeente;Tremelo;2021;2021-aug.;22;0;2;17;2;0;96,5 dagen;0;4;1;29,9 dagen;0;0;6,00
Gemeente;Tremelo;2021;2021-sep.;19;0;3;10;3;0;101,5 dagen;1;2;3;29,4 dagen;0;1;5,00
Gemeente;Tremelo;2021;2021-okt.;24;0;6;14;2;0;117,1 dagen;0;7;2;34,4 dagen;0;2;10,00
Gemeente;Tremelo;2021;2021-nov.;19;0;0;16;2;0;106,6 dagen;0;5;1;32,4 dagen;0;0;8,00
Gemeente;Tremelo;2021;2021-dec.;28;0;1;21;3;0;104,8 dagen;1;10;3;34,3 dagen;0;1;9,00
Gemeente;Tremelo;2022;2022-jan.;10;0;0;5;3;0;105,3 dagen;0;6;2;33,1 dagen;1;0;2,00
Gemeente;Tremelo;2022;2022-feb.;18;0;1;8;5;0;117,5 dagen;0;12;4;45,1 dagen;0;0;7,00
Gemeente;Tremelo;2022;2022-mrt.;23;0;3;15;1;0;115,4 dagen;0;13;4;47,9 dagen;0;1;8,00
Gemeente;Tremelo;2022;2022-apr.;14;0;1;7;3;0;154,6 dagen;0;11;3;49,4 dagen;0;0;8,00
Gemeente;Tremelo;2022;2022-mei;16;0;1;9;2;0;90,5 dagen;0;11;4;28,6 dagen;0;0;4,00
Gemeente;Tremelo;2022;2022-jun.;12;0;0;9;2;0;124,0 dagen;0;11;1;48,2 dagen;0;0;7,00
Gemeente;Tremelo;2022;2022-jul.;15;0;2;9;1;0;139,1 dagen;0;10;3;66,9 dagen;1;0;4,00
Gemeente;Tremelo;2022;2022-aug.;6;0;0;5;0;0;107,8 dagen;0;4;1;40,0 dagen;0;0;2,00
Gemeente;Tremelo;2022;2022-sep.;12;0;1;9;1;0;94,6 dagen;0;7;1;39,9 dagen;0;1;2,00
Gemeente;Tremelo;2022;2022-okt.;22;0;1;15;3;0;99,5 dagen;0;12;3;37,0 dagen;0;0;6,00
Gemeente;Tremelo;2022;2022-nov.;15;0;3;9;1;0;78,0 dagen;0;4;2;35,1 dagen;1;0;1,00
Gemeente;Tremelo;2022;2022-dec.;20;0;2;12;3;0;86,7 dagen;0;8;3;35,9 dagen;0;0;2,00
Gemeente;Tremelo;2023;2023-jan.;16;0;1;9;2;0;65,1 dagen;2;7;4;21,5 dagen;0;0;1,00
Gemeente;Tremelo;2023;2023-feb.;18;0;1;13;0;0;106,1 dagen;0;11;4;41,5 dagen;0;0;5,00
Gemeente;Tremelo;2023;2023-mrt.;9;0;1;5;1;0;149,5 dagen;0;6;2;70,7 dagen;0;0;2,00
Gemeente;Tremelo;2023;2023-apr.;22;0;1;17;3;0;118,5 dagen;0;20;1;52,5 dagen;0;0;12,00
Gemeente;Tremelo;2023;2023-mei;15;0;0;9;5;0;131,9 dagen;0;12;1;47,6 dagen;0;0;8,00
Gemeente;Tremelo;2023;2023-jun.;19;0;1;11;1;0;135,6 dagen;0;16;6;62,0 dagen;0;0;7,00
Gemeente;Tremelo;2023;2023-jul.;12;0;0;7;1;0;140,3 dagen;0;12;4;70,1 dagen;0;0;5,00
Gemeente;Tremelo;2023;2023-aug.;8;0;1;4;1;0;114,2 dagen;0;5;2;39,0 dagen;0;0;3,00
Gemeente;Tremelo;2023;2023-sep.;22;0;1;13;3;0;112,4 dagen;0;18;5;46,6 dagen;0;0;6,00
Gemeente;Tremelo;2023;2023-okt.;10;0;0;6;1;0;103,9 dagen;0;6;3;43,3 dagen;0;0;3,00
Gemeente;Tremelo;2023;2023-nov.;7;0;0;6;0;0;100,0 dagen;0;5;1;37,7 dagen;0;0;3,00
Gemeente;Tremelo;2023;2023-dec.;15;0;1;7;0;0;99,0 dagen;0;11;7;48,7 dagen;0;0;2,00
Gemeente;Tremelo;2024;2024-jan.;8;0;2;3;0;0;134,3 dagen;0;5;3;58,7 dagen;0;0;2,00
Gemeente;Tremelo;2024;2024-feb.;14;0;0;9;1;0;136,2 dagen;0;11;4;54,7 dagen;0;0;8,00
Gemeente;Tremelo;2024;2024-mrt.;16;0;0;9;0;0;118,6 dagen;0;10;7;51,3 dagen;0;0;4,00
Gemeente;Tremelo;2024;2024-apr.;18;0;2;7;4;0;121,6 dagen;0;11;5;55,5 dagen;0;0;5,00
Gemeente;Tremelo;2024;2024-mei;13;0;1;11;0;0;119,8 dagen;0;8;1;57,6 dagen;0;0;5,00
Gemeente;Tremelo;2024;2024-jun.;10;0;0;8;1;0;139,0 dagen;0;10;1;64,7 dagen;0;0;5,00
Gemeente;Tremelo;2024;2024-jul.;16;0;4;11;0;0;122,5 dagen;1;10;1;50,4 dagen;0;0;6,00
Gemeente;Tremelo;2024;2024-aug.;7;0;1;4;1;0;88,4 dagen;0;3;1;40,6 dagen;0;0;3,00
Gemeente;Tremelo;2024;2024-sep.;14;0;2;8;1;0;125,7 dagen;0;9;3;45,7 dagen;0;0;6,00
Gemeente;Tremelo;2024;2024-okt.;14;0;1;12;0;0;141,8 dagen;0;13;1;66,3 dagen;0;0;9,00
Gemeente;Tremelo;2024;2024-nov.;16;0;1;13;1;0;108,4 dagen;0;9;1;44,3 dagen;1;0;6,00
Gemeente;Tremelo;2024;2024-dec.;14;0;2;10;1;0;137,5 dagen;0;11;1;51,2 dagen;0;0;8,00
Gemeente;Tremelo;2025;2025-jan.;15;0;3;9;1;0;89,4 dagen;0;9;2;34,9 dagen;0;1;3,00
Gemeente;Tremelo;2025;2025-feb.;15;1;0;9;0;0;96,9 dagen;0;9;5;40,9 dagen;0;0;3,00
Gemeente;Tremelo;2025;2025-mrt.;14;0;2;9;0;0;103,6 dagen;0;9;3;49,8 dagen;0;1;3,00
Gemeente;Tremelo;2025;2025-apr.;11;0;1;9;1;0;114,7 dagen;0;9;0;48,4 dagen;0;0;5,00
Gemeente;Tremelo;2025;2025-mei;17;0;2;10;3;0;84,4 dagen;0;13;2;43,4 dagen;0;0;4,00
Gemeente;Tremelo;2025;2025-jun.;15;4;1;6;3;0;102,6 dagen;0;12;1;55,0 dagen;1;0;6,00
Gemeente;Tremelo;2025;2025-jul.;14;2;1;9;1;0;65,6 dagen;0;6;1;38,7 dagen;0;0;0,00
Gemeente;Tremelo;2025;2025-aug.;13;5;0;6;0;0;59,7 dagen;0;9;2;34,0 dagen;0;0;2,00
Gemeente;Tremelo;2025;2025-sep.;16;11;1;3;0;0;52,3 dagen;0;8;1;25,0 dagen;0;0;0,00
Gemeente;Tremelo;2025;2025-okt.;19;17;0;0;0;0;-;0;3;2;-;0;0;0,00
Gemeente;Tremelo;2025;2025-nov.;14;14;0;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Turnhout;2019;2019-aug.;1;0;1;0;0;0;-;0;0;0;-;0;0;0,00
Gemeente;Vilvoorde;2018;2018-jan.;14;0;1;9;2;0;86,7 dagen;0;3;2;20,6 dagen;2;0;5,00
Gemeente;Vilvoorde;2018;2018-feb.;16;0;2;12;1;0;68,6 dagen;0;2;1;18,2 dagen;0;0;1,00
Gemeente;Vilvoorde;2018;2018-mrt.;18;0;2;9;0;0;81,3 dagen;0;3;7;20,7 dagen;0;1;2,00
Gemeente;Vilvoorde;2018;2018-apr.;29;0;1;15;4;0;73,9 dagen;0;5;9;19,5 dagen;2;3;4,00
Gemeente;Vilvoorde;2018;2018-mei;29;0;0;15;3;0;73,9 dagen;1;1;11;15,4 dagen;1;1;4,00
Gemeente;Vilvoorde;2018;2018-jun.;29;0;2;18;2;0;81,8 dagen;2;10;7;21,9 dagen;0;2;6,00
Gemeente;Vilvoorde;2018;2018-jul.;28;0;0;16;5;0;88,4 dagen;2;12;7;24,4 dagen;1;1;8,00
Gemeente;Vilvoorde;2018;2018-aug.;22;0;1;12;3;0;77,5 dagen;0;10;6;25,9 dagen;0;0;5,00
Gemeente;Vilvoorde;2018;2018-sep.;32;0;1;19;3;0;76,2 dagen;0;10;9;21,5 dagen;0;0;3,00
Gemeente;Vilvoorde;2018;2018-okt.;33;0;2;15;6;0;83,4 dagen;1;9;10;23,4 dagen;1;1;6,00
Gemeente;Vilvoorde;2018;2018-nov.;19;0;1;6;5;0;69,4 dagen;0;3;7;15,2 dagen;0;1;1,00
Gemeente;Vilvoorde;2018;2018-dec.;44;0;2;22;9;0;77,0 dagen;0;10;11;22,4 dagen;1;1;2,00
Gemeente;Vilvoorde;2019;2019-jan.;38;0;2;28;1;0;75,2 dagen;1;6;7;23,0 dagen;1;0;4,00
Gemeente;Vilvoorde;2019;2019-feb.;41;0;4;19;2;0;80,0 dagen;0;8;16;21,2 dagen;0;1;4,00
Gemeente;Vilvoorde;2019;2019-mrt.;36;0;2;20;4;0;76,8 dagen;0;8;10;26,0 dagen;0;1;4,00
Gemeente;Vilvoorde;2019;2019-apr.;41;0;5;18;5;0;84,0 dagen;1;16;13;31,0 dagen;0;1;5,00
Gemeente;Vilvoorde;2019;2019-mei;43;0;1;25;2;0;74,1 dagen;1;13;15;26,0 dagen;0;0;3,00
Gemeente;Vilvoorde;2019;2019-jun.;40;0;1;23;4;0;94,3 dagen;1;10;12;33,7 dagen;0;0;5,00
Gemeente;Vilvoorde;2019;2019-jul.;29;0;1;14;4;0;81,9 dagen;0;7;10;27,1 dagen;0;1;3,00
Gemeente;Vilvoorde;2019;2019-aug.;33;0;1;12;7;0;71,8 dagen;0;7;13;23,4 dagen;0;0;1,00
Gemeente;Vilvoorde;2019;2019-sep.;44;0;2;27;4;0;75,6 dagen;0;10;11;22,7 dagen;0;0;4,00
Gemeente;Vilvoorde;2019;2019-okt.;47;0;2;26;5;0;79,7 dagen;1;11;14;26,2 dagen;0;0;2,00
Gemeente;Vilvoorde;2019;2019-nov.;35;0;2;16;2;0;77,4 dagen;0;7;15;23,7 dagen;0;0;2,00
Gemeente;Vilvoorde;2019;2019-dec.;43;0;2;29;3;0;78,1 dagen;2;16;9;26,2 dagen;0;2;4,00
Gemeente;Vilvoorde;2020;2020-jan.;35;0;0;22;5;0;88,0 dagen;0;10;8;28,0 dagen;0;1;4,00
Gemeente;Vilvoorde;2020;2020-feb.;31;0;2;16;4;0;85,3 dagen;0;5;9;25,4 dagen;1;0;0,00
Gemeente;Vilvoorde;2020;2020-mrt.;23;0;3;15;2;0;84,5 dagen;0;5;3;19,9 dagen;0;0;4,00
Gemeente;Vilvoorde;2020;2020-apr.;34;0;0;20;2;0;77,3 dagen;0;14;12;29,8 dagen;0;0;2,00
Gemeente;Vilvoorde;2020;2020-mei;34;0;4;15;6;0;73,8 dagen;0;11;9;28,1 dagen;0;1;0,00
Gemeente;Vilvoorde;2020;2020-jun.;31;0;1;12;5;0;86,7 dagen;0;12;13;27,8 dagen;0;0;3,00
Gemeente;Vilvoorde;2020;2020-jul.;40;0;1;25;0;0;83,8 dagen;0;6;14;26,0 dagen;1;0;5,00
Gemeente;Vilvoorde;2020;2020-aug.;30;0;1;23;0;0;74,0 dagen;1;11;6;28,8 dagen;0;0;1,00
Gemeente;Vilvoorde;2020;2020-sep.;51;0;7;32;3;0;94,6 dagen;1;18;9;29,9 dagen;0;0;7,00
Gemeente;Vilvoorde;2020;2020-okt.;32;0;2;17;4;0;80,9 dagen;0;10;9;31,0 dagen;0;0;2,00
Gemeente;Vilvoorde;2020;2020-nov.;43;0;2;18;2;0;89,7 dagen;1;13;21;31,0 dagen;0;0;5,00
Gemeente;Vilvoorde;2020;2020-dec.;44;0;1;29;4;0;89,2 dagen;0;11;10;32,5 dagen;0;0;4,00
Gemeente;Vilvoorde;2021;2021-jan.;33;0;0;20;2;0;81,0 dagen;1;4;11;25,0 dagen;0;1;3,00
Gemeente;Vilvoorde;2021;2021-feb.;35;0;1;24;6;0;85,7 dagen;2;10;4;25,9 dagen;0;1;6,00
Gemeente;Vilvoorde;2021;2021-mrt.;41;0;1;28;2;0;83,5 dagen;0;17;10;29,7 dagen;0;0;3,00
Gemeente;Vilvoorde;2021;2021-apr.;42;0;0;24;3;0;83,3 dagen;0;13;15;32,0 dagen;0;1;1,00
Gemeente;Vilvoorde;2021;2021-mei;33;0;0;21;2;0;94,5 dagen;0;10;9;35,9 dagen;0;1;4,00
Gemeente;Vilvoorde;2021;2021-jun.;33;0;0;20;5;0;90,6 dagen;0;10;8;37,6 dagen;0;0;1,00
Gemeente;Vilvoorde;2021;2021-jul.;40;0;0;25;5;0;101,3 dagen;0;20;10;40,9 dagen;0;1;5,00
Gemeente;Vilvoorde;2021;2021-aug.;25;0;1;16;1;0;78,4 dagen;0;8;7;30,6 dagen;0;1;1,00
Gemeente;Vilvoorde;2021;2021-sep.;24;0;0;11;4;0;80,5 dagen;0;11;9;28,0 dagen;0;0;2,00
Gemeente;Vilvoorde;2021;2021-okt.;27;0;1;19;6;0;77,6 dagen;0;11;1;26,1 dagen;0;0;1,00
Gemeente;Vilvoorde;2021;2021-nov.;31;0;1;21;2;0;98,7 dagen;0;15;7;34,2 dagen;0;2;6,00
Gemeente;Vilvoorde;2021;2021-dec.;34;0;2;22;5;0;98,4 dagen;0;13;5;35,3 dagen;0;2;5,00
Gemeente;Vilvoorde;2022;2022-jan.;20;0;1;8;5;0;87,3 dagen;0;11;6;34,2 dagen;0;0;1,00
Gemeente;Vilvoorde;2022;2022-feb.;21;0;3;13;1;0;64,9 dagen;1;10;4;17,6 dagen;0;0;2,00
Gemeente;Vilvoorde;2022;2022-mrt.;38;0;2;23;7;0;68,4 dagen;0;21;6;19,4 dagen;1;3;4,00
Gemeente;Vilvoorde;2022;2022-apr.;31;0;3;17;2;0;65,2 dagen;0;16;9;17,2 dagen;0;0;4,00
Gemeente;Vilvoorde;2022;2022-mei;29;0;1;19;3;0;72,0 dagen;0;21;6;27,9 dagen;0;1;3,00
Gemeente;Vilvoorde;2022;2022-jun.;51;0;0;29;11;0;86,9 dagen;1;24;11;29,3 dagen;0;0;6,00
Gemeente;Vilvoorde;2022;2022-jul.;40;0;2;22;4;0;77,8 dagen;0;22;12;25,8 dagen;0;0;2,00
Gemeente;Vilvoorde;2022;2022-aug.;26;0;3;12;4;0;76,1 dagen;0;13;7;27,8 dagen;0;0;3,00
Gemeente;Vilvoorde;2022;2022-sep.;26;0;2;12;6;0;87,2 dagen;0;15;6;33,6 dagen;0;0;2,00
Gemeente;Vilvoorde;2022;2022-okt.;33;0;2;16;5;0;89,6 dagen;0;18;10;27,2 dagen;0;0;6,00
Gemeente;Vilvoorde;2022;2022-nov.;25;0;1;15;4;0;72,9 dagen;1;9;5;21,3 dagen;0;2;1,00
Gemeente;Vilvoorde;2022;2022-dec.;34;0;2;23;5;0;79,3 dagen;0;20;4;27,6 dagen;0;0;4,00
Gemeente;Vilvoorde;2023;2023-jan.;28;0;1;18;3;1;77,7 dagen;0;13;5;21,0 dagen;0;0;2,00
Gemeente;Vilvoorde;2023;2023-feb.;36;0;2;19;6;0;78,6 dagen;0;17;9;26,0 dagen;0;0;3,00
Gemeente;Vilvoorde;2023;2023-mrt.;38;0;2;20;3;0;86,2 dagen;0;18;13;30,3 dagen;0;0;4,00
Gemeente;Vilvoorde;2023;2023-apr.;22;0;0;15;0;0;85,0 dagen;0;14;7;32,3 dagen;0;0;2,00
Gemeente;Vilvoorde;2023;2023-mei;35;0;1;22;1;0;92,6 dagen;1;18;11;34,8 dagen;0;0;5,00
Gemeente;Vilvoorde;2023;2023-jun.;35;0;5;20;4;0;89,7 dagen;0;15;6;33,3 dagen;1;1;4,00
Gemeente;Vilvoorde;2023;2023-jul.;44;0;2;29;5;0;89,9 dagen;0;21;8;32,3 dagen;0;0;7,00
Gemeente;Vilvoorde;2023;2023-aug.;21;0;3;14;1;0;83,2 dagen;0;12;3;23,3 dagen;1;0;4,00
Gemeente;Vilvoorde;2023;2023-sep.;45;0;4;27;6;0;77,8 dagen;0;18;8;28,8 dagen;0;0;5,00
Gemeente;Vilvoorde;2023;2023-okt.;18;0;2;11;1;0;73,1 dagen;1;12;4;28,4 dagen;0;0;1,00
Gemeente;Vilvoorde;2023;2023-nov.;22;0;0;14;1;0;75,4 dagen;0;13;7;28,3 dagen;0;0;0,00
Gemeente;Vilvoorde;2023;2023-dec.;37;0;3;23;2;0;82,5 dagen;0;15;9;24,2 dagen;0;0;6,00
Gemeente;Vilvoorde;2024;2024-jan.;33;0;4;18;1;0;68,0 dagen;0;14;10;22,9 dagen;0;0;2,00
Gemeente;Vilvoorde;2024;2024-feb.;36;0;2;22;2;1;70,4 dagen;2;17;9;22,1 dagen;0;0;2,00
Gemeente;Vilvoorde;2024;2024-mrt.;41;0;2;26;4;0;78,9 dagen;1;22;9;26,8 dagen;0;1;3,00
Gemeente;Vilvoorde;2024;2024-apr.;27;0;1;12;7;0;90,1 dagen;0;18;7;37,5 dagen;0;0;3,00
Gemeente;Vilvoorde;2024;2024-mei;34;0;1;21;0;0;85,1 dagen;1;15;12;28,6 dagen;0;0;4,00
Gemeente;Vilvoorde;2024;2024-jun.;33;0;2;20;2;0;70,5 dagen;0;17;9;20,0 dagen;0;0;2,00
Gemeente;Vilvoorde;2024;2024-jul.;33;0;4;21;2;0;83,9 dagen;2;18;6;21,6 dagen;1;0;6,00
Gemeente;Vilvoorde;2024;2024-aug.;22;0;1;14;4;0;74,7 dagen;1;12;3;13,9 dagen;0;0;6,00
Gemeente;Vilvoorde;2024;2024-sep.;36;0;3;20;3;0;67,4 dagen;0;20;10;19,7 dagen;2;0;3,00
Gemeente;Vilvoorde;2024;2024-okt.;33;0;2;22;8;0;65,4 dagen;0;16;1;15,7 dagen;0;0;3,00
Gemeente;Vilvoorde;2024;2024-nov.;27;0;3;17;3;0;85,7 dagen;0;12;4;21,3 dagen;0;2;5,00
Gemeente;Vilvoorde;2024;2024-dec.;38;0;0;28;2;0;88,9 dagen;0;24;8;21,0 dagen;1;0;11,00
Gemeente;Vilvoorde;2025;2025-jan.;43;0;1;26;3;0;74,6 dagen;1;25;13;20,8 dagen;0;0;4,00
Gemeente;Vilvoorde;2025;2025-feb.;31;0;0;14;7;0;83,0 dagen;1;16;10;17,8 dagen;0;0;7,00
Gemeente;Vilvoorde;2025;2025-mrt.;29;0;2;12;4;0;84,9 dagen;0;24;11;23,9 dagen;0;0;4,00
Gemeente;Vilvoorde;2025;2025-apr.;44;0;0;26;11;0;71,8 dagen;0;28;7;22,6 dagen;0;0;3,00
Gemeente;Vilvoorde;2025;2025-mei;35;1;0;20;2;1;80,8 dagen;0;21;11;27,5 dagen;1;1;2,00
Gemeente;Vilvoorde;2025;2025-jun.;24;2;0;14;3;0;74,6 dagen;1;12;5;26,2 dagen;0;0;1,00
Gemeente;Vilvoorde;2025;2025-jul.;35;7;3;15;3;0;88,1 dagen;0;21;7;27,9 dagen;0;0;5,00
Gemeente;Vilvoorde;2025;2025-aug.;27;3;2;9;3;0;65,8 dagen;0;20;10;21,2 dagen;0;0;0,00
Gemeente;Vilvoorde;2025;2025-sep.;37;15;1;13;3;0;52,9 dagen;0;18;5;11,6 dagen;1;1;2,00
Gemeente;Vilvoorde;2025;2025-okt.;45;37;1;1;0;0;14,0 dagen;1;23;6;2,0 dagen;1;0;0,00
Gemeente;Vilvoorde;2025;2025-nov.;23;23;0;0;0;0;-;0;1;0;-;0;0;0,00
Gemeente;Wemmel;2018;2018-jan.;6;0;1;5;0;0;80,6 dagen;1;1;0;19,0 dagen;0;0;1,00
Gemeente;Wemmel;2018;2018-feb.;3;0;2;1;0;0;93,0 dagen;0;2;0;38,0 dagen;0;0;0,00
Gemeente;Wemmel;2018;2018-mrt.;19;0;0;13;5;0;78,2 dagen;0;4;1;32,7 dagen;0;0;5,00
Gemeente;Wemmel;2018;2018-apr.;13;0;0;12;0;0;84,5 dagen;0;2;1;29,7 dagen;0;0;3,00
Gemeente;Wemmel;2018;2018-mei;17;0;1;12;4;0;70,2 dagen;2;0;0;26,2 dagen;0;2;4,00
Gemeente;Wemmel;2018;2018-jun.;17;0;1;13;3;0;75,1 dagen;0;1;0;24,3 dagen;0;0;5,00
Gemeente;Wemmel;2018;2018-jul.;5;0;0;5;0;0;101,6 dagen;0;2;0;38,6 dagen;0;0;2,00
Gemeente;Wemmel;2018;2018-aug.;9;0;0;7;2;0;65,6 dagen;0;2;0;23,7 dagen;0;0;2,00
Gemeente;Wemmel;2018;2018-sep.;23;0;1;20;2;0;52,9 dagen;0;0;0;16,2 dagen;0;0;2,00
Gemeente;Wemmel;2018;2018-okt.;14;0;1;13;0;0;44,8 dagen;1;1;0;12,3 dagen;0;0;1,00
Gemeente;Wemmel;2018;2018-nov.;16;0;0;14;2;0;42,6 dagen;0;0;0;11,3 dagen;0;2;3,00
Gemeente;Wemmel;2018;2018-dec.;12;0;0;11;0;0;61,1 dagen;0;1;1;21,5 dagen;0;0;4,00
Gemeente;Wemmel;2019;2019-jan.;18;0;4;11;1;0;73,7 dagen;1;2;2;30,8 dagen;0;0;5,00
Gemeente;Wemmel;2019;2019-feb.;16;0;1;10;4;0;71,8 dagen;0;1;1;25,8 dagen;0;1;5,00
Gemeente;Wemmel;2019;2019-mrt.;14;0;0;13;1;0;81,1 dagen;0;2;0;25,2 dagen;0;1;4,00
Gemeente;Wemmel;2019;2019-apr.;10;0;0;5;5;0;73,9 dagen;0;0;0;20,2 dagen;0;1;3,00
Gemeente;Wemmel;2019;2019-mei;15;0;0;14;1;0;82,3 dagen;1;2;0;34,8 dagen;0;0;3,00
Gemeente;Wemmel;2019;2019-jun.;11;0;0;11;0;0;84,7 dagen;0;1;0;34,4 dagen;0;0;1,00
Gemeente;Wemmel;2019;2019-jul.;14;0;0;12;2;0;68,4 dagen;0;0;0;59,0 dagen;0;0;2,00
Gemeente;Wemmel;2019;2019-aug.;11;0;0;10;1;0;78,9 dagen;0;1;0;18,7 dagen;0;0;5,00
Gemeente;Wemmel;2019;2019-sep.;14;0;0;12;2;0;71,4 dagen;0;2;0;21,9 dagen;0;0;7,00
Gemeente;Wemmel;2019;2019-okt.;20;0;1;16;3;0;59,5 dagen;0;5;0;25,9 dagen;0;1;0,00
Gemeente;Wemmel;2019;2019-nov.;21;0;0;16;5;0;90,5 dagen;0;2;0;25,3 dagen;0;2;7,00
Gemeente;Wemmel;2019;2019-dec.;18;0;1;16;1;0;107,4 dagen;0;3;0;41,1 dagen;0;0;5,00
Gemeente;Wemmel;2020;2020-jan.;10;0;0;8;2;0;97,6 dagen;0;2;0;25,9 dagen;0;0;6,00
Gemeente;Wemmel;2020;2020-feb.;13;0;0;9;2;1;115,5 dagen;0;0;1;17,3 dagen;0;2;6,00
Gemeente;Wemmel;2020;2020-mrt.;16;0;0;14;2;0;80,3 dagen;0;4;0;16,5 dagen;0;0;1,00
Gemeente;Wemmel;2020;2020-apr.;18;0;1;13;2;0;106,2 dagen;0;3;2;21,3 dagen;0;0;5,00
Gemeente;Wemmel;2020;2020-mei;12;0;0;10;2;0;80,4 dagen;0;2;0;30,2 dagen;0;1;2,00
Gemeente;Wemmel;2020;2020-jun.;16;0;0;14;2;0;83,4 dagen;0;3;0;24,1 dagen;0;0;4,00
Gemeente;Wemmel;2020;2020-jul.;22;0;1;17;4;0;88,7 dagen;3;3;0;30,9 dagen;0;1;8,00
Gemeente;Wemmel;2020;2020-aug.;10;0;0;9;0;0;90,2 dagen;0;3;1;34,1 dagen;0;0;3,00
Gemeente;Wemmel;2020;2020-sep.;14;0;0;12;2;0;71,2 dagen;0;3;0;23,5 dagen;0;0;4,00
Gemeente;Wemmel;2020;2020-okt.;13;0;0;11;2;0;73,5 dagen;1;3;0;25,7 dagen;0;1;3,00
Gemeente;Wemmel;2020;2020-nov.;18;0;0;14;3;0;73,2 dagen;1;2;1;17,6 dagen;0;0;7,00
Gemeente;Wemmel;2020;2020-dec.;15;0;2;9;4;0;95,6 dagen;1;2;0;28,5 dagen;0;0;10,00
Gemeente;Wemmel;2021;2021-jan.;12;0;0;8;4;0;75,7 dagen;0;1;0;19,3 dagen;0;1;5,00
Gemeente;Wemmel;2021;2021-feb.;19;0;0;15;3;0;76,3 dagen;0;3;1;18,8 dagen;0;0;8,00
Gemeente;Wemmel;2021;2021-mrt.;17;0;1;10;4;0;107,1 dagen;0;4;2;29,1 dagen;0;0;8,00
